account_code,hoa,account_code_description,receipt_or_payment,positive_or_negative,part
8002002700,800200107021200,7 Year National Savings Certificates(IV-Issue)-Receipts,Receipt Side,Positive,Part III
8002002800,800200107021200,7 Year National Savings Certificates(IV-Issue)-Payments,Payment Side,Positive,Part III
8002002900,800200107021300,7 Year National Savings Certificates(V-Issue)-Receipts,Receipt Side,Positive,Part III
8002003000,800200107021300,7 Year National Savings Certificates(V-Issue)-Payments,Payment Side,Positive,Part III
8002003100,800200107021400,7 Year National Savings Certificates(VI-Issue)-Receipts,Receipt Side,Positive,Part III
8002003200,800200107021400,7 Year National Savings Certificates(VI-Issue)-Payments,Payment Side,Positive,Part III
8002003300,800200107021500,6 Year National Savings Certificates (VII Issue)-Receipts,Receipt Side,Positive,Part III
8002003400,800200107021500,6 Year National Savings Certificates (VII Issue)-Payments,Payment Side,Positive,Part III
8002003500,800200107021600,Indra Vikas Patra-Receipts-Receipts,Receipt Side,Positive,Part III
8002003600,800200107021600,Indra Vikas Patra-Payments,Payment Side,Positive,Part III
8002003700,800200107021700,5 Year Post Office Cash Certificates-Receipts,Receipt Side,Positive,Part III
8002003800,800200107021700,5 Year Post Office Cash Certificates-Payments,Payment Side,Positive,Part III
8002003900,800200107021800,5 Year National Savings Certificates-Receipts,Receipt Side,Positive,Part III
8002004000,800200107021800,5 Year National Savings Certificates-Payments,Payment Side,Positive,Part III
8002004100,800200107021900,10 Year National Plan Certificate-Receipts,Receipt Side,Positive,Part III
8002004200,800200107021900,10 Year National Plan Certificate-Payments,Payment Side,Positive,Part III
8002004300,800200107022000,12 Year National Plan Savings Certificate-Receipts,Receipt Side,Positive,Part III
8002004400,800200107022000,12 Year National Plan Savings Certificate-Payments,Payment Side,Positive,Part III
8002004500,800200108000000,Mahila Samman Savings Certificate-Receipts,Receipt Side,Positive,Part III
8002004600,800200108000000,Mahila Samman Savings Certificate-Payments,Payment Side,Positive,Part III
8002004700,800200104020000,12 Year National Defence Certificate-Receipts,Receipt Side,Positive,Part III
8002004800,800200104020000,12 Year National Defence Certificate-Payments,Payment Side,Positive,Part III
8002004900,800200104030000,10 Year Defence Deposit Certificates-Receipts,Receipt Side,Positive,Part III
8002005000,800200104030000,10 Year Defence Deposit Certificates-Payments,Payment Side,Positive,Part III
8002005100,800200106000000,National Development Bonds-Receipts,Receipt Side,Positive,Part III
8002005200,800200106000000,National Development Bonds-Payments,Payment Side,Positive,Part III
8006000100,800600101000000,Public Provident Funds-Receipts,Receipt Side,Positive,Part III
8006000200,800600101000000,Public Provident Funds-Payments,Payment Side,Positive,Part III
8008000145,800802101010145,Post Office Saving Bank Deposits Interest,Payment Side,Positive,Part III
8008000245,800802101020145,Fixed And Time Deposits Interest,Payment Side,Positive,Part III
8008000345,800802101020245,One Year Time Deposits Interest,Payment Side,Positive,Part III
8008000445,800802101020345,Two Year Time Deposits Interest,Payment Side,Positive,Part III
8008000545,800802101020445,Three Year Time Deposits Interest,Payment Side,Positive,Part III
8008000645,800802101020545,Five Year Time Deposits Interest,Payment Side,Positive,Part III
8008000745,800802101030045,Cumulative Time Deposit Interest,Payment Side,Positive,Part III
8008000845,800802101030145,Five Year Cumulative Time Deposits Interest,Payment Side,Positive,Part III
8008000945,800802101030245,Ten Year Cumulatiave Time Deposits Interest,Payment Side,Positive,Part III
8008001045,800802101030345,Fifteen Year Cumulative Time Deposits Interest,Payment Side,Positive,Part III
8008001145,800802101040045,Post Office Recurring Deposits Interest,Payment Side,Positive,Part III
8008001245,800802101050045,National Savings Scheme 1987 Interest,Payment Side,Positive,Part III
8008001445,800802101070045,National Savings Scheme1992 Interest,Payment Side,Positive,Part III
8008001545,800802101080045,Senior Citizens Savings Scheme-2004 Interest,Payment Side,Positive,Part III
8008001645,800802101090045,Sukanya Samridhi Account Interest,Payment Side,Positive,Part III
8008001745,800802101100045,PM Cares for Children Interest,Payment Side,Positive,Part III
8008001845,800802102010145,10 Year Defence Deposits Certificates Interest,Payment Side,Positive,Part III
8008001945,800802102020145,5 Year Po Cash Certificates Interest,Payment Side,Positive,Part III
8008002045,800802102020245,12 Year NSC Interest,Payment Side,Positive,Part III
8008002145,800802102020345,10 Year NSC Interest,Payment Side,Positive,Part III
8008002245,800802102020445,5 Year NSC Interest,Payment Side,Positive,Part III
8008002345,800802102020545,12 Year NDSC Interest,Payment Side,Positive,Part III
8782003700,878200121010100,CBS to PLI Cleared,Payment Side,Positive,Part III
8008002445,800802102020645,10 Year PO DSC Interest,Payment Side,Positive,Part III
8008002545,800802102030045,National Development BondsInterest,Payment Side,Positive,Part III
8008002845,800802102060145,PO 10 Year National Plan Savings Certificates Interest,Payment Side,Positive,Part III
8008002945,800802102060245,PO 12 Year National Plan Savings Certificates Interest,Payment Side,Positive,Part III
8008003045,800802102070045,Post Office National Defence Certificates Interest,Payment Side,Positive,Part III
8008003145,800802102080145,7 Year NSC I Series Interest,Payment Side,Positive,Part III
8008003245,800802102080245,7 Year NSC IInd Issue Interest,Payment Side,Positive,Part III
8008003545,800802102080545,7 Year NSC Vth Issue Interest,Payment Side,Positive,Part III
8008003645,800802102080645,6 Year NSC Vith Issue Interest,Payment Side,Positive,Part III
8008003745,800802102080745,6 Year NSC VIIth Issue Interest,Payment Side,Positive,Part III
8008003845,800802102080845,10 Year SSC Interest,Payment Side,Positive,Part III
8008003945,800802102080945,Kisan Vikas Patra Interest,Payment Side,Positive,Part III
8008004045,800802102081045,6 Year NSC VIIIth Issue Interest,Payment Side,Positive,Part III
8008004145,800802102081145,Indira Vikas Patra Interest,Payment Side,Positive,Part III
8008004245,800802102081245,NSC 9th Issue 10 years Interest,Payment Side,Positive,Part III
8008004345,800802102081345,Kisan Vikas Patra-2014-interest,Payment Side,Positive,Part III
8008004445,800802102081445,Mahila Samman Savings Certificate Interest,Payment Side,Positive,Part III
8008004545,800802103000045,Public Provident Fund Interest,Payment Side,Positive,Part III
8008004649,800803103010149,Payment of Commission To SAS Agents,Payment Side,Positive,Part III
8008004749,800803103010249,Payment of Commission To GDSBPM/SPM,Payment Side,Positive,Part III
8008004849,800803103010349,Payment of Commission To MPKBY Agents,Payment Side,Positive,Part III
8008004949,800803103010749,Commission Paid To Agents for NSC,Payment Side,Positive,Part III
8008005300,800804800010000,Fee for Issue of Duplicate Pass Book,Receipt Side,Negative,Part III
8008005400,800804800020000,Collection Charges Outstation Cheques,Receipt Side,Negative,Part III
8008005500,800804800030000,Deduction on Account of Premature Withdrawals.,Receipt Side,Negative,Part III
8008005600,800804800040000,Account Transfer Fee.,Receipt Side,Negative,Part III
8012000200,801200110010000,Special Deposits and Accounts CDS (ITP1963)-Payments,Payment Side,Positive,Part III
8661000900,866100101610100,CGST-Collection on Banking and Finance Services,Receipt Side,Positive,Part III
8661001000,866100101610300,SGST-Collection on Banking and Finance Services,Receipt Side,Positive,Part III
8661001100,866100101610500,UTGST-Collection on Banking and Finance Services,Receipt Side,Positive,Part III
8661001200,866100101610700,IGST-Collection on Banking and Finance Services,Receipt Side,Positive,Part III
8661001300,866100101611000,Remittance CGST-Banking & Finance Services,Payment Side,Negative,Part III
8661001400,866100101611100,Remittance SGST-Banking & Finance Services,Payment Side,Negative,Part III
8661001500,866100101611200,Remittance UTGST-Banking & Finance Services,Payment Side,Negative,Part III
8661001600,866100101611300,Remittance IGST-Banking & Finance Services,Payment Side,Negative,Part III
1201013600,120100800423500,POSB_Cheque Book Issuance Fee,Receipt Side,Positive,Part I
8001000500,800100106000000,Post Office Time Deposits( 1 Year) TD-Receipts,Receipt Side,Positive,Part III
8001000600,800100106000000,Post Office Time Deposits( 1 Year) TD-Payments,Payment Side,Positive,Part III
8001000700,800100107000000,Post Office Time Deposits (2 Years)-Receipts,Receipt Side,Positive,Part III
8001000800,800100107000000,Post Office Time Deposits (2 Years)-Payments,Payment Side,Positive,Part III
8001000900,800100108000000,Post Office Time Deposits (3 Years)-Receipts,Receipt Side,Positive,Part III
8001001000,800100108000000,Post Office Time Deposits (3 Years)-Payments,Payment Side,Positive,Part III
8001001100,800100109000000,Post Office Time Deposits (5 Years)-Receipts,Receipt Side,Positive,Part III
2235000149,223560103010049,Protected Savings Schemes-Other Revenue Expenditure,Payment Side,Positive,Part I
2235000249,223560103010049,Reversal of Protected Savings Schemes-Other Revenue Expenses,Receipt Side,Negative,Part I
8008006245,800802101010145,Recovery of Post Office Saving Bank Deposits Interest,Receipt Side,Negative,Part III
8008006345,800802101020145,Recovery of Fixed And Time Deposits Interest,Receipt Side,Negative,Part III
8008006445,800802101020245,Recovery of One Year Time Deposits Interest,Receipt Side,Negative,Part III
8008006545,800802101020345,Recovery of Two Year Time Deposits Interest,Receipt Side,Negative,Part III
8008006645,800802101020445,Recovery of Three Year Time Deposits Interest,Receipt Side,Negative,Part III
8008006745,800802101020545,Recovery of Five Year Time Deposits Interest,Receipt Side,Negative,Part III
8008006845,800802101030145,Recovery of Five Year Cumulative Time Deposits Interest,Receipt Side,Negative,Part III
8008006945,800802101030245,Recovery of Ten Year Cumulatiave Time Deposits Interest,Receipt Side,Negative,Part III
8008007045,800802101030345,Recovery of Fifteen Year Cumulative Time Deposits Interest,Receipt Side,Negative,Part III
8008007145,800802101040045,Recovery of Post Office Recurring Deposits Interest,Receipt Side,Negative,Part III
8008007245,800802101050045,Recovery of National Savings Scheme 1987 Interest,Receipt Side,Negative,Part III
8008007345,800802101060045,Recovery of Monthly Income Scheme Interest,Receipt Side,Negative,Part III
8008007445,800802101070045,Recovery of National Savings Scheme1992 Interest,Receipt Side,Negative,Part III
8008007545,800802101080045,Recovery of Senior Citizens Savings Scheme-2004 Interest,Receipt Side,Negative,Part III
8008007645,800802101090045,Recovery of Sukanya Samridhi Account Interest,Receipt Side,Negative,Part III
8008007745,800802101100045,Recovery of PM Cares for Children Interest,Receipt Side,Negative,Part III
8443000200,844300800590000,Money Remitted by PFRDA-Employee Contribution- Payments,Payment Side,Positive,Part III
8008007845,800802102010145,Recovery of 10 Year Defence Deposits Certificates Interest,Receipt Side,Negative,Part III
8008007945,800802102020145,Recovery of 5 Year Po Cash Certificates Interest,Receipt Side,Negative,Part III
8008008045,800802102020245,Recovery of 12 Year NSC Interest,Receipt Side,Negative,Part III
8008008145,800802102020345,Recovery of 10 Year NSC Interest,Receipt Side,Negative,Part III
8008008245,800802102020445,Recovery of 5 Year NSC Interest,Receipt Side,Negative,Part III
8008008345,800802102020545,Recovery of 12 Year NDSC Interest,Receipt Side,Negative,Part III
8008008445,800802102030045,Recovery of National Development BondsInterest,Receipt Side,Negative,Part III
8008008545,800802102040045,Recovery of National Savings Annuity Certificates Interest,Receipt Side,Negative,Part III
8008008645,800802102060145,Recovery of 10 Yr National Plan Savings Certificate Interest,Receipt Side,Negative,Part III
8008008745,800802102060245,Recovery of 12 Yr National Plan Savings Certificate Interest,Receipt Side,Negative,Part III
8008008845,800802102080145,Recovery of 7 Year NSC I Series Interest,Receipt Side,Negative,Part III
8008008945,800802102080245,Recovery of 7 Year NSC IInd Issue Interest,Receipt Side,Negative,Part III
8008009045,800802102080345,Recovery of 7 Year NSC IIIrd Issue Interest,Receipt Side,Negative,Part III
8008009145,800802102080445,Recovery of 7 Year NSC IVth Issue Interest,Receipt Side,Negative,Part III
8008009245,800802102080545,Recovery of 7 Year NSC Vth Issue Interest,Receipt Side,Negative,Part III
8008009345,800802102080645,Recovery of 6 Year NSC Vith Issue Interest,Receipt Side,Negative,Part III
8008009445,800802102080745,Recovery of 6 Year NSC VIIth Issue Interest,Receipt Side,Negative,Part III
8008009545,800802102080845,Recovery of 10 Year SSC Interest,Receipt Side,Negative,Part III
8008009645,800802102080945,Recovery of Kisan Vikas Patra Interest,Receipt Side,Negative,Part III
8008009745,800802102081045,Recovery of 6 Year NSC VIIIth Issue Interest,Receipt Side,Negative,Part III
8008009845,800802102081145,Recovery of Indira Vikas Patra Interest,Receipt Side,Negative,Part III
8008009945,800802102081245,Recovery of NSC 9th Issue 10 years Interest,Receipt Side,Negative,Part III
8008010045,800802102081345,Recovery of Kisan Vikas Patra-2014-interest,Receipt Side,Negative,Part III
8008010145,800802102081445,Recovery of Mahila Samman Savings Certificate Interest,Receipt Side,Negative,Part III
8008010245,800802103000045,Recovery of Public Provident Fund Interest,Receipt Side,Negative,Part III
8008010349,800803103010149,Reversal of Payment of Commission To SAS Agents,Receipt Side,Negative,Part III
8008010449,800803103010349,Reversal of Payment of Commission To MPKBY Agents,Receipt Side,Negative,Part III
8008010549,800803103010749,Reversal of Commission Paid To Agents for NSC,Receipt Side,Negative,Part III
